?class	?labels	?synonyms	?definitions
<https://mdatahub.org/data/meo/MEO_0000583>	"forehead"		"Subdivision of head bounded by the hairline and the eyebrows."
<https://mdatahub.org/data/meo/MEO_0000584>	"epidermis"		"The epidermis is composed of the outermost layers of cells in the skin, \"epi\" in Greek meaning \"over\" or \"upon\", which together with the dermis forms the cutis."
<https://mdatahub.org/data/meo/MEO_0000585>	"neck"		"Subdivision of body proper, which consists of a maximal set of diverse subclasses of organ and organ part spatially associated with the cervical vertebral coumn, it is partially surrounded by skin of neck. Examples: There is only one neck."
<https://mdatahub.org/data/meo/MEO_0000586>	"skin"		"Nonparenchymatous organ that consists of the epidermis, dermis and sets of hair and nails and which surrounds the entire body. Subdivisions of the skin surround various body parts; as a whole, the skin constitutes the external layer of the body.  Examples: There is only one skin."
<https://mdatahub.org/data/meo/MEO_0000587>	"plantar"		
<https://mdatahub.org/data/meo/MEO_0000588>	"abdomen"		"Subdivision of trunk proper which is demarcated from the thorax internally by the inferior surface of the sternocostal part of the diaphragm and externally by the costal margin, from the back of abdomen by the external surface of the posterior abdominal wall,  from the perineum by the superior surface of the urogenital diaphragm and from the lower limbs by the inguinal folds; together with the thorax, and perineum, it constitutes the trunk proper. Examples: There is only one abdomen."
<https://mdatahub.org/data/meo/MEO_0000589>	"breast"		"Region of pectoral part of chest which has as its parts nipple, areola, breast proper."
<https://mdatahub.org/data/meo/MEO_0000590>	"femur"		"The femur (pl. femurs or femora), or thigh bone, is the most proximal (closest to the center of the body) bone of the leg in tetrapod vertebrates capable of walking or jumping, such as most land mammals, birds, many reptiles such as lizards, and amphibians such as frogs."
<https://mdatahub.org/data/meo/MEO_0000591>	"forearm"		"The forearm is the structure and distal region of the upper limb, between the elbow and the wrist."
<https://mdatahub.org/data/meo/MEO_0000592>	"foot"		"The foot (plural feet) is an anatomical structure found in many vertebrates."
<https://mdatahub.org/data/meo/MEO_0000593>	"ankle"		"The ankle, or talocrural region, is the region where the foot and the leg meet."
<https://mdatahub.org/data/meo/MEO_0000594>	"hand"		"A hand is a prehensile, multi-fingered extremity located at the end of an arm or forelimb of primates such as humans, chimpanzees, monkeys, and lemurs."
<https://mdatahub.org/data/meo/MEO_0000595>	"integumentary system"		"The integumentary system is the organ system that protects the body from various kinds of damage, such as loss of water or abrasion from outside."
<https://mdatahub.org/data/meo/MEO_0000596>	"lymph node"		"A lymph node or lymph gland is an oval-shaped organ of the immune system, distributed widely throughout the body including the armpit and stomach and linked by lymphatic vessels."
<https://mdatahub.org/data/meo/MEO_0000597>	"lymph node of neck"		
<https://mdatahub.org/data/meo/MEO_0000598>	"lymphoid system"		"The lymphatic system is part of the circulatory system, comprising a network of conduits called lymphatic vessels that carry a clear fluid called lymph (from Latin lympha \"water goddess\") directionally towards the heart."
<https://mdatahub.org/data/meo/MEO_0000599>	"ear"		"The ear is the organ that detects sound."
<https://mdatahub.org/data/meo/MEO_0000600>	"eye"		"Eyes are organs that detect light and convert it into electro-chemical impulses in neurons."
<https://mdatahub.org/data/meo/MEO_0000601>	"tongue"		"The tongue is a muscular hydrostat on the floors of the mouths of most vertebrates which manipulates food for mastication."
<https://mdatahub.org/data/meo/MEO_0000602>	"dorsum of tongue"		"the superior surface of the tongue divided by the sulcus terminalis into an anterior two-thirds, the presulcal part (pars presulcalis). and a posterior one-third, the postsulcal part (pars postsulcalis)."
<https://mdatahub.org/data/meo/MEO_0000603>	"canal for auditory tube"		
<https://mdatahub.org/data/meo/MEO_0000604>	"canal for right auditory tube"		
<https://mdatahub.org/data/meo/MEO_0000605>	"canal for left auditory tube"		
<https://mdatahub.org/data/meo/MEO_0000606>	"middle ear"		"The middle ear is the portion of the ear internal to the eardrum, and external to the oval window of the cochlea."
<https://mdatahub.org/data/meo/MEO_0000607>	"right pinna"		
<https://mdatahub.org/data/meo/MEO_0000608>	"left pinna"		
<https://mdatahub.org/data/meo/MEO_0000609>	"cornea"		"The cornea is the transparent front part of the eye that covers the iris, pupil, and anterior chamber."
<https://mdatahub.org/data/meo/MEO_0000610>	"sense organ system"		
<https://mdatahub.org/data/meo/MEO_0000611>	"mucosa of stomach"		
<https://mdatahub.org/data/meo/MEO_0000612>	"buccal mucosa"		
<https://mdatahub.org/data/meo/MEO_0000613>	"mucosa of palatopharyngeal arch"		
<https://mdatahub.org/data/meo/MEO_0000614>	"portion of mucus"		"Portion of secreted substance produced by a mucous gland or goblet cell."
<https://mdatahub.org/data/meo/MEO_0000615>	"mucosa"		"The mucous membranes (or mucosae or mucosas; singular mucosa) are linings of mostly endodermal origin, covered in epithelium, which are involved in absorption and secretion."
<https://mdatahub.org/data/meo/MEO_0000616>	"parotid gland"		"The parotid gland is a salivary gland in humans."
<https://mdatahub.org/data/meo/MEO_0000617>	"saliva"		"Saliva is a watery substance located in the mouths of organisms, secreted by the salivary glands."
<https://mdatahub.org/data/meo/MEO_0000618>	"exocrine system"		
<https://mdatahub.org/data/meo/MEO_0000619>	"spleen"		"The spleen is an organ found in virtually all vertebrate animals."
<https://mdatahub.org/data/meo/MEO_0000620>	"hematopoietic system"		"Haematopoiesis is the formation of blood cellular components."
<https://mdatahub.org/data/meo/MEO_0000621>	"thyroglossal duct"		"The thyroglossal duct is an embryological anatomical structure forming an open connection between the initial area of development of the thyroid gland and its final position."
<https://mdatahub.org/data/meo/MEO_0000622>	"endocrine system"		"The endocrine system is the system of glands, each of which secretes different types of hormones directly into the bloodstream (some of which are transported along nerve tracts) to maintain homeostasis."
<https://mdatahub.org/data/meo/MEO_0000623>	"pleural fluid"		"Transudate contained in the pleural cavity."
<https://mdatahub.org/data/meo/MEO_0000624>	"cerebrospinal fluid"		
<https://mdatahub.org/data/meo/MEO_0000625>	"portion of body substance"		
<https://mdatahub.org/data/meo/MEO_0000626>	"portion of urine"		
<https://mdatahub.org/data/meo/MEO_0000627>	"feces"		
<https://mdatahub.org/data/meo/MEO_0000628>	"portion of excreted substance"		
<https://mdatahub.org/data/meo/MEO_0000629>	"milk"		"Portion of secreted substance produced by the mammary gland."
<https://mdatahub.org/data/meo/MEO_0000630>	"cerumen"		"Earwax, also known by the medical term cerumen, is a yellowish waxy substance secreted in the ear canal of humans and other mammals."
<https://mdatahub.org/data/meo/MEO_0000631>	"portion of secreted substance"		
<https://mdatahub.org/data/meo/MEO_0000632>	"aerosol"		"Airborne solid particles (also called dust or particulate matter (PM)) or liquid droplets."
<https://mdatahub.org/data/meo/MEO_0000634>	"rooms and spaces"		
<https://mdatahub.org/data/meo/MEO_0000635>	"fuel"		
<https://mdatahub.org/data/meo/MEO_0000636>	"aviation fuel"		"Aviation fuel is a specialized type of petroleum-based fuel used to power aircraft."
<https://mdatahub.org/data/meo/MEO_0000637>	"building construction"		
<https://mdatahub.org/data/meo/MEO_0000638>	"cellar"		
<https://mdatahub.org/data/meo/MEO_0000639>	"coal"		"Coal (from the Old English term col, which has meant \"mineral of fossilized carbon\" since the 13th century) is a combustible black or brownish-black sedimentary rock usually occurring in rock strata in layers or veins called coal beds or coal seams."
<https://mdatahub.org/data/meo/MEO_0000640>	"floor"		
<https://mdatahub.org/data/meo/MEO_0000641>	"house"		"A floor is the walking surface of a room or vehicle."
<https://mdatahub.org/data/meo/MEO_0000642>	"pool"		
<https://mdatahub.org/data/meo/MEO_0000643>	"room"		"A room is any distinguishable space within a structure."
<https://mdatahub.org/data/meo/MEO_0000644>	"tomb"		"A tomb is a repository for the remains of the dead."
<https://mdatahub.org/data/meo/MEO_0000645>	"acidic soil"		"Soil which have lower pH"
<https://mdatahub.org/data/meo/MEO_0000646>	"alkaline soil"		"Alkali, or alkaline, soils are clay soils with high pH (> 8.5), a poor soil structure and a low infiltration capacity."
<https://mdatahub.org/data/meo/MEO_0000647>	"arid soil"		"Arid soils are most characterized by their water deficiencies. Most arid soils contain sufficient amounts of water to support plant growth for no more than 90 consecutive days."
<https://mdatahub.org/data/meo/MEO_0000648>	"coastal soil"		
<https://mdatahub.org/data/meo/MEO_0000649>	"contaminated soil"		
<https://mdatahub.org/data/meo/MEO_0000650>	"dry soil"		"Soil contamination or soil pollution is caused by the presence of xenobiotic (human-made) chemicals or other alteration in the natural soil environment."
<https://mdatahub.org/data/meo/MEO_0000651>	"garden soil"		
<https://mdatahub.org/data/meo/MEO_0000652>	"hot soil"		"Soil which have higher temperature."
<https://mdatahub.org/data/meo/MEO_0000653>	"hypersaline soil"		
<https://mdatahub.org/data/meo/MEO_0000654>	"mangrove soil"		
<https://mdatahub.org/data/meo/MEO_0000655>	"mine soil"		
<https://mdatahub.org/data/meo/MEO_0000656>	"orchard soil"		
<https://mdatahub.org/data/meo/MEO_0000657>	"rainforest soil"		
<https://mdatahub.org/data/meo/MEO_0000658>	"rhizosphere soil"		
<https://mdatahub.org/data/meo/MEO_0000659>	"saline soil"		
<https://mdatahub.org/data/meo/MEO_0000660>	"marine soil"		
<https://mdatahub.org/data/meo/MEO_0000661>	"silt"		"Silt is granular material of a size somewhere between sand and clay whose mineral origin is quartz and feldspar."
<https://mdatahub.org/data/meo/MEO_0000662>	"solfataric soil"		
<https://mdatahub.org/data/meo/MEO_0000663>	"spring soil"		
<https://mdatahub.org/data/meo/MEO_0000664>	"tropical forest soil"		
<https://mdatahub.org/data/meo/MEO_0000665>	"tropical rainforest soil"		
<https://mdatahub.org/data/meo/MEO_0000666>	"tropical soil"		
<https://mdatahub.org/data/meo/MEO_0000667>	"upland soil"		"Soil from land or an area of land of high elevation, especially when level."
<https://mdatahub.org/data/meo/MEO_0000668>	"urea treated soil"		
<https://mdatahub.org/data/meo/MEO_0000669>	"wetland soil"		
<https://mdatahub.org/data/meo/MEO_0000670>	"sewage sludge"		
<https://mdatahub.org/data/meo/MEO_0000671>	"saline marsh"		"A marsh whose water contains a considerable quantity of dissolved salts."
<https://mdatahub.org/data/meo/MEO_0000672>	"acidic mud"		
<https://mdatahub.org/data/meo/MEO_0000673>	"alkaline mud"		
<https://mdatahub.org/data/meo/MEO_0000674>	"hot mud"		
<https://mdatahub.org/data/meo/MEO_0000675>	"lake mud"		
<https://mdatahub.org/data/meo/MEO_0000676>	"marsh mud"		
<https://mdatahub.org/data/meo/MEO_0000677>	"pond mud"		
<https://mdatahub.org/data/meo/MEO_0000678>	"river mud"		
<https://mdatahub.org/data/meo/MEO_0000679>	"saline mud"		
<https://mdatahub.org/data/meo/MEO_0000680>	"spring mud"		
<https://mdatahub.org/data/meo/MEO_0000681>	"alkaline sediment"		
<https://mdatahub.org/data/meo/MEO_0000682>	"coastal sediment"		
<https://mdatahub.org/data/meo/MEO_0000683>	"contaminated sediment"		
<https://mdatahub.org/data/meo/MEO_0000684>	"estuarine sediment"		
<https://mdatahub.org/data/meo/MEO_0000685>	"hot sediment"		
<https://mdatahub.org/data/meo/MEO_0000686>	"hydrothermal sediment"		
<https://mdatahub.org/data/meo/MEO_0000687>	"lake sediment"		
<https://mdatahub.org/data/meo/MEO_0000688>	"river sediment"		
<https://mdatahub.org/data/meo/MEO_0000689>	"saline sediment"		
<https://mdatahub.org/data/meo/MEO_0000690>	"spring sediment"		
<https://mdatahub.org/data/meo/MEO_0000691>	"tidal flat sediment"		
<https://mdatahub.org/data/meo/MEO_0000692>	"cold desert"		
