# KGX edge templates for MetaTraits composed traits
# Subject is left blank — fill with strain/genome CURIE per source database
# Generated: 2026-02-12
# Tool: metpo/scripts/curie_join_metatraits.py v0.2.0
# Pattern: <subject> --[predicate_id]--> <object_id>
#   e.g.: NCBITaxon:562 --[METPO:2000011 ferments]--> CHEBI:17234 (glucose)
# Use negative_predicate_id for negative assay results
#   e.g.: NCBITaxon:562 --[METPO:2000037 does not ferment]--> CHEBI:17057 (cellobiose)
#
metatraits_card_id	metatraits_trait	predicate_id	predicate_label	object_id	object_label	negative_predicate_id	negative_predicate_label	knowledge_level	agent_type	primary_knowledge_source
energy-source-d-lyxose	energy source: D-lyxose	METPO:2000010	uses as energy source	CHEBI:62318	D-lyxose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-d-mannitol	energy source: D-mannitol	METPO:2000010	uses as energy source	CHEBI:16899	D-mannitol	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-d-mannose	energy source: D-mannose	METPO:2000010	uses as energy source	CHEBI:16024	D-mannose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-d-ribose	energy source: D-ribose	METPO:2000010	uses as energy source	CHEBI:16988	D-ribose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-d-sorbitol	energy source: D-sorbitol	METPO:2000010	uses as energy source	CHEBI:17924	D-sorbitol	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-dextran	energy source: dextran	METPO:2000010	uses as energy source	CHEBI:52071	dextran	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-dihydrogen	energy source: dihydrogen	METPO:2000010	uses as energy source	CHEBI:18276	dihydrogen	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-dimethyl-disulfide	energy source: dimethyl disulfide	METPO:2000010	uses as energy source	CHEBI:4608	dimethyl disulfide	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-dimethyl-sulfide	energy source: dimethyl sulfide	METPO:2000010	uses as energy source	CHEBI:17437	dimethyl sulfide	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-dimethylamine	energy source: dimethylamine	METPO:2000010	uses as energy source	CHEBI:17170	dimethylamine	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-elemental-sulfur	energy source: elemental sulfur	METPO:2000010	uses as energy source	CHEBI:33403	elemental sulfur	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-ethanol	energy source: ethanol	METPO:2000010	uses as energy source	CHEBI:16236	ethanol	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-ferrous-ion	energy source: ferrous ion	METPO:2000010	uses as energy source	CHEBI:29033	ferrous ion	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-formate	energy source: formate	METPO:2000010	uses as energy source	CHEBI:15740	formate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-fructose	energy source: fructose	METPO:2000010	uses as energy source	CHEBI:28757	fructose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-fucose	energy source: fucose	METPO:2000010	uses as energy source	CHEBI:33984	fucose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-fumarate	energy source: fumarate	METPO:2000010	uses as energy source	CHEBI:29806	fumarate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-galactose	energy source: galactose	METPO:2000010	uses as energy source	CHEBI:28260	galactose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-glucose	energy source: glucose	METPO:2000010	uses as energy source	CHEBI:17234	glucose	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-glutamate	energy source: glutamate	METPO:2000010	uses as energy source	CHEBI:29987	glutamate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-glycerol	energy source: glycerol	METPO:2000010	uses as energy source	CHEBI:17754	glycerol	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-glycerol-1-phosphate	energy source: glycerol 1-phosphate	METPO:2000010	uses as energy source	CHEBI:14336	glycerol 1-phosphate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-glycine	energy source: glycine	METPO:2000010	uses as energy source	CHEBI:15428	glycine	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-glycogen	energy source: glycogen	METPO:2000010	uses as energy source	CHEBI:28087	glycogen	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-l-alanine	energy source: L-alanine	METPO:2000010	uses as energy source	CHEBI:16977	L-alanine	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-l-arginine	energy source: L-arginine	METPO:2000010	uses as energy source	CHEBI:16467	L-arginine	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-l-cystine	energy source: L-cystine	METPO:2000010	uses as energy source	CHEBI:16283	L-cystine	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-l-glutamate	energy source: L-glutamate	METPO:2000010	uses as energy source	CHEBI:29985	L-glutamate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-l-histidine	energy source: L-histidine	METPO:2000010	uses as energy source	CHEBI:15971	L-histidine	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-l-phenylalanine	energy source: L-phenylalanine	METPO:2000010	uses as energy source	CHEBI:17295	L-phenylalanine	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-lactate	energy source: lactate	METPO:2000010	uses as energy source	CHEBI:24996	lactate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-manganous-ion	energy source: manganous ion	METPO:2000010	uses as energy source	CHEBI:29035	manganous ion	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-methane	energy source: methane	METPO:2000010	uses as energy source	CHEBI:16183	methane	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-methanol	energy source: methanol	METPO:2000010	uses as energy source	CHEBI:17790	methanol	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-nitrite	energy source: nitrite	METPO:2000010	uses as energy source	CHEBI:16301	nitrite	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-pyruvate	energy source: pyruvate	METPO:2000010	uses as energy source	CHEBI:15361	pyruvate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-sulfate	energy source: sulfate	METPO:2000010	uses as energy source	CHEBI:16189	sulfate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-sulfide	energy source: sulfide	METPO:2000010	uses as energy source	CHEBI:15138	sulfide	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-tetrathionate	energy source: tetrathionate	METPO:2000010	uses as energy source	CHEBI:15226	tetrathionate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-thiosulfate	energy source: thiosulfate	METPO:2000010	uses as energy source	CHEBI:16094	thiosulfate	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-tryptone	energy source: tryptone	METPO:2000010	uses as energy source		tryptone	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-tryptophan	energy source: tryptophan	METPO:2000010	uses as energy source	CHEBI:27897	tryptophan	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-urea	energy source: urea	METPO:2000010	uses as energy source	CHEBI:16199	urea	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
energy-source-yeast-extract	energy source: yeast extract	METPO:2000010	uses as energy source		yeast extract	METPO:2000036	does not use as energy source	knowledge_assertion	manual_agent	infores:metatraits
fermentation-2-d-lactose	fermentation: (2)-D-lactose	METPO:2000011	ferments		(2)-D-lactose	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-1-2-propandiol	fermentation: 1,2-propandiol	METPO:2000011	ferments	CHEBI:16997	1,2-propandiol	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-2-dehydro-d-gluconate	fermentation: 2-dehydro-D-gluconate	METPO:2000011	ferments	CHEBI:16808	2-dehydro-D-gluconate	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-2-oxogluconate	fermentation: 2-oxogluconate	METPO:2000011	ferments		2-oxogluconate	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-2-oxoglutarate	fermentation: 2-oxoglutarate	METPO:2000011	ferments	CHEBI:30916	2-oxoglutarate	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-3-o-methyl-alpha-d-glucopyranoside	fermentation: 3-O-methyl alpha-D-glucopyranoside	METPO:2000011	ferments		3-O-methyl alpha-D-glucopyranoside	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-4-nitrophenyl-beta-d-galactopyranoside	fermentation: 4-nitrophenyl beta-D-galactopyranoside	METPO:2000011	ferments	CHEBI:355715	4-nitrophenyl beta-D-galactopyranoside	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-5-dehydro-d-gluconate	fermentation: 5-dehydro-D-gluconate	METPO:2000011	ferments	CHEBI:58143	5-dehydro-D-gluconate	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-acetate	fermentation: acetate	METPO:2000011	ferments	CHEBI:30089	acetate	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-adipate	fermentation: adipate	METPO:2000011	ferments	CHEBI:17128	adipate	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-agarose	fermentation: agarose	METPO:2000011	ferments	CHEBI:2511	agarose	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-alginate	fermentation: alginate	METPO:2000011	ferments	CHEBI:58187	alginate	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-amygdalin	fermentation: amygdalin	METPO:2000011	ferments	CHEBI:27613	amygdalin	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-arabinitol	fermentation: arabinitol	METPO:2000011	ferments	CHEBI:22605	arabinitol	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-arabinogalactan	fermentation: arabinogalactan	METPO:2000011	ferments	CHEBI:27569	arabinogalactan	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-arabinose	fermentation: arabinose	METPO:2000011	ferments	CHEBI:22599	arabinose	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-arbutin	fermentation: arbutin	METPO:2000011	ferments	CHEBI:18305	arbutin	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-arginine	fermentation: arginine	METPO:2000011	ferments	CHEBI:29016	arginine	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-aspartate	fermentation: aspartate	METPO:2000011	ferments	CHEBI:35391	aspartate	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-beef-extract	fermentation: beef extract	METPO:2000011	ferments		beef extract	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-beta-d-glucose	fermentation: beta-d-glucose	METPO:2000011	ferments	CHEBI:15903	beta-d-glucose	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-betaine	fermentation: betaine	METPO:2000011	ferments	CHEBI:17750	betaine	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-butanol	fermentation: butanol	METPO:2000011	ferments	CHEBI:28885	butanol	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-carbon-monoxide	fermentation: carbon monoxide	METPO:2000011	ferments	CHEBI:17245	carbon monoxide	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-carboxymethylcellulose	fermentation: carboxymethylcellulose	METPO:2000011	ferments	CHEBI:85146	carboxymethylcellulose	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-casamino-acids	fermentation: casamino acids	METPO:2000011	ferments		casamino acids	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-casein-hydrolysate	fermentation: casein hydrolysate	METPO:2000011	ferments		casein hydrolysate	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-cellobiose	fermentation: cellobiose	METPO:2000011	ferments	CHEBI:17057	cellobiose	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
fermentation-cellotetraose	fermentation: cellotetraose	METPO:2000011	ferments	CHEBI:62974	cellotetraose	METPO:2000037	does not ferment	knowledge_assertion	manual_agent	infores:metatraits
